elapsed_s,rss_bytes
4.653578,249135104
4.669621,249335808
4.685966,249470976
4.701668,249618432
4.717309,249729024
4.733383,249798656
4.748720,249991168
4.764267,250060800
4.779967,250261504
4.796213,250392576
4.812228,250458112
4.828241,250662912
4.844246,250732544
4.859774,250933248
4.875498,251072512
4.890807,251129856
4.906355,251330560
4.921843,251396096
4.937384,252067840
4.953382,252125184
4.969609,252186624
4.985428,256409600
5.000799,256458752
5.016308,256528384
5.031504,256569344
5.046996,256700416
5.062515,256765952
5.078021,256962560
5.094329,257097728
5.109554,257232896
5.126099,257368064
5.142322,257433600
5.157499,257634304
5.173493,257765376
5.189362,257896448
5.205045,258031616
5.220590,258166784
5.236090,258297856
5.251588,258428928
5.267622,258609152
5.283824,258703360
5.299159,258842624
5.315367,258981888
5.330688,259112960
5.346404,259252224
5.361725,259383296
5.377342,259514368
5.393333,259649536
5.408830,259788800
5.424834,259932160
5.440337,260063232
5.456550,260259840
5.471698,260325376
5.487192,260452352
5.503218,260587520
5.518732,260722688
5.534754,261406720
5.550265,261459968
5.566491,261558272
5.582325,261566464
5.598371,261627904
5.614359,261689344
5.629885,261746688
5.644895,261873664
5.660420,262004736
5.676432,262139904
5.691944,262193152
5.707454,262397952
5.723454,262488064
5.738863,262586368
5.755094,262795264
5.770609,262856704
5.786456,263053312
5.801953,263122944
5.817488,263254016
5.833490,263450624
5.848995,263507968
5.864551,263712768
5.880336,263766016
5.927949,263872512
5.943097,263917568
5.958621,264024064
5.974122,264146944
5.989649,264196096
6.006179,264376320
6.022243,264425472
6.038219,264544256
6.054228,264712192
6.069944,264790016
6.086249,264830976
6.102239,265027584
6.118251,265072640
6.134273,265191424
6.149794,265244672
6.165229,265359360
6.180742,265478144
6.196304,265515008
6.211799,265703424
6.227328,265748480
6.243344,265863168
6.258843,265949184
6.274367,266108928
6.289881,266153984
6.306404,266211328
6.322406,266399744
6.338438,266444800
6.354445,266567680
6.370471,267309056
6.386494,267354112
6.402009,267403264
6.417524,267436032
6.433545,267485184
6.449074,267571200
6.464592,267583488
6.480331,267620352
6.496115,267661312
6.511626,267714560
6.527171,267825152
6.543175,267874304
6.558703,267984896
6.574740,268107776
6.590242,268214272
6.606263,268267520
6.621757,268374016
6.637284,268500992
6.653313,268550144
6.669531,268664832
6.685322,268783616
6.700858,268898304
6.716374,268951552
6.731904,269135872
6.747323,269176832
6.763075,269295616
6.778336,269344768
6.794355,269574144
6.809867,269582336
6.826409,269623296
6.842596,269815808
6.858447,269860864
6.873959,269975552
6.889492,270098432
6.905472,270217216
6.920999,270262272
6.936529,270442496
6.952030,270491648
6.967830,270614528
6.983849,270659584
6.999897,270802944
7.016403,270893056
7.032422,270942208
7.048501,271130624
7.064523,271187968
7.080614,271294464
7.096598,271421440
7.112107,271540224
7.127644,271589376
7.143685,271712256
7.159159,271826944
7.175452,271876096
7.190792,272039936
7.206299,272117760
7.221976,272232448
7.237526,272269312
7.253336,272470016
7.269565,272515072
7.285386,272629760
7.300903,272683008
7.316397,272871424
7.331931,272912384
7.347490,272961536
7.363665,273833984
7.379377,273874944
7.394387,273920000
7.410112,273960960
7.425311,274001920
7.440842,274046976
7.456398,274092032
7.472077,274137088
7.487406,274186240
7.502697,274227200
7.518221,274276352
7.534243,274313216
7.549738,274427904
7.565497,274616320
7.580873,274644992
7.596540,274673664
7.612073,274767872
7.627560,274796544
7.642371,274817024
7.658386,274911232
7.674602,275009536
7.689928,275034112
7.706430,275062784
7.722494,275083264
7.738485,275185664
7.754640,275279872
7.769666,275304448
7.785468,275333120
7.801320,275423232
7.816541,275447808
7.832745,275476480
7.848582,275566592
7.864102,275664896
7.879820,275689472
7.895691,275709952
7.911166,275738624
7.926669,275763200
7.942181,275927040
7.957702,275951616
7.973237,275980288
7.989273,276008960
8.004268,276099072
8.020527,276123648
8.036354,276152320
8.052062,276246528
8.067894,276336640
8.082903,276385792
8.098412,276500480
8.114425,276623360
8.129954,276672512
8.146476,276762624
8.162505,276791296
8.178392,276885504
8.194402,276914176
8.209927,277012480
8.226440,277037056
8.242462,277078016
8.258479,277270528
8.274482,277315584
8.290039,277430272
8.306522,277553152
8.322548,277671936
8.338594,277716992
8.353573,277835776
8.369623,277950464
8.385667,278069248
8.401134,278114304
8.416644,278228992
8.432165,278347776
8.447677,278396928
8.464188,278585344
8.479721,278634496
8.495741,278749184
8.511274,278794240
8.526779,278982656
8.542282,279027712
8.557826,279076864
8.573330,279248896
8.588845,279298048
8.604884,279420928
8.620592,279535616
8.636410,279654400
8.652001,279703552
8.668064,279826432
8.684040,279945216
8.699589,280064000
8.715577,280104960
8.731099,280227840
8.746618,280342528
8.762708,281264128
8.778729,281300992
8.794746,281350144
8.810263,281395200
8.826780,281436160
8.842807,281481216
8.858854,281530368
8.874363,281571328
8.889870,281616384
8.906418,281661440
8.922399,281710592
8.938424,281755648
8.954437,281792512
8.970487,281841664
8.986479,281960448
9.002514,282009600
9.018530,282128384
9.034562,282169344
9.049798,282345472
9.065505,282394624
9.080818,282439680
9.096957,282636288
9.112345,282685440
9.128416,282800128
9.144433,282923008
9.159915,283029504
9.176429,283086848
9.192550,283193344
9.208549,283316224
9.224585,283435008
9.240092,283480064
9.256591,283672576
9.272642,283725824
9.288678,283766784
9.304668,283955200
9.320156,284004352
9.335180,284123136
9.350701,284241920
9.366758,284368896
9.382759,284418048
9.398780,284536832
9.414802,284655616
9.430325,284770304
9.446846,284823552
9.462861,284946432
9.478911,285065216
9.493934,285110272
9.509444,285298688
9.525455,285356032
9.540984,285474816
9.556499,285589504
9.572534,285749248
9.588579,285757440
9.603543,285876224
9.619094,285982720
9.635073,286035968
9.650784,286154752
9.666120,286269440
9.681632,286384128
9.697658,286433280
9.713696,286552064
9.729182,286670848
9.745212,286785536
9.760738,286838784
9.776683,286986240
9.792345,287068160
9.807686,287121408
9.823704,287309824
9.839222,287358976
9.855222,287477760
9.871248,287522816
9.886763,287707136
9.902296,287764480
9.917837,287879168
9.933803,287997952
9.949336,288047104
9.965852,288223232
9.981383,288296960
9.996901,288411648
10.012906,289435648
10.028946,289480704
10.044955,289529856
10.060458,289566720
10.076508,289607680
10.092757,289652736
10.107611,289697792
10.123793,289746944
10.139120,289787904
10.155117,289837056
10.170632,289906688
10.186691,289918976
10.202761,289964032
10.218756,290013184
10.234877,290054144
10.250375,290091008
10.265387,290209792
10.280973,290258944
10.296947,290373632
10.312468,290496512
10.327992,290541568
10.344339,290729984
10.359537,290828288
10.375547,290910208
10.391056,291016704
10.406590,291131392
10.422623,291184640
10.438647,291303424
10.454871,291418112
10.470162,291540992
10.486691,291590144
10.502724,291766272
10.518750,291840000
10.534759,291876864
10.549805,291995648
10.565800,292044800
10.581330,292155392
10.596857,292200448
10.612339,292388864
10.627875,292429824
10.643908,292610048
10.659453,292732928
10.675458,292847616
10.690964,292896768
10.706998,293056512
10.722319,293142528
10.737625,293187584
10.753655,293302272
10.769164,293433344
10.785119,293539840
10.800632,293588992
10.816642,293777408
10.832167,293826560
10.847704,293875712
10.863706,294064128
10.879233,294109184
10.895235,294227968
10.910950,294363136
10.926797,294461440
10.942284,294510592
10.957808,294625280
10.973864,294748160
10.989398,294866944
11.005416,294907904
11.020940,295096320
11.036933,295141376
11.052494,295190528
11.068504,295374848
11.084535,295419904
11.100025,295579648
11.116577,295587840
11.132610,295772160
11.148588,295817216
11.164627,295940096
11.180662,296058880
11.196647,296177664
11.211544,296222720
11.227333,296337408
11.242794,296456192
11.258819,296501248
11.274545,296689664
11.290034,296734720
11.306561,296869888
11.335549,305287168
11.353586,305483776
11.369633,305528832
11.385647,305655808
11.401164,305774592
11.416871,305893376
11.432204,305946624
11.447714,306065408
11.463740,306204672
11.479758,306225152
11.494921,306339840
11.510437,306458624
11.525997,306577408
11.541128,306618368
11.556619,306876416
11.572672,306917376
11.588680,306966528
11.604887,307154944
11.620217,307195904
11.635928,307310592
11.651444,307417088
11.667340,307560448
11.682984,307597312
11.699004,307720192
11.715333,307838976
11.730236,307957760
11.746771,308011008
11.762769,308199424
11.778783,308248576
11.794700,308367360
11.809769,308486144
11.825994,308531200
11.841503,308707328
11.856818,308781056
11.872357,308883456
11.887869,308932608
11.903874,309047296
11.919400,309166080
11.935411,309280768
11.950952,309329920
11.966975,309522432
11.982508,309571584
11.997942,309690368
12.013948,309809152
12.029473,309862400
12.045462,309927936
12.061005,310099968
12.077078,310149120
12.093329,310198272
12.109088,310386688
12.125102,310431744
12.140622,310550528
12.157148,310603776
12.172678,310788096
12.188688,310841344
12.204695,310956032
12.220196,311074816
12.236891,311197696
12.252734,311242752
12.268735,311435264
12.284250,311480320
12.299776,311595008
12.315797,311717888
12.331263,311771136
12.346756,311881728
12.362284,312004608
12.378295,312156160
12.394306,312176640
12.409851,312295424
12.426058,312418304
12.441378,312537088
12.456896,312586240
12.472915,312782848
12.488957,312832000
12.505315,312950784
12.520684,313077760
12.536997,313192448
12.553044,313241600
12.569028,313438208
12.585121,313487360
12.600637,313536512
12.617149,313733120
12.633155,313778176
12.649182,313901056
12.665199,314023936
12.681429,314142720
12.696717,314195968
12.712447,314314752
12.727436,314429440
12.743423,314552320
12.759141,314593280
12.774450,314785792
12.789970,314830848
12.805924,314875904
12.821454,315064320
12.836939,315113472
12.852503,315232256
12.867997,315281408
12.883513,315469824
12.899022,315518976
12.915033,315633664
12.930593,315752448
12.947130,315871232
12.963086,315920384
12.979331,316112896
12.994646,316157952
13.010179,316207104
13.026213,316395520
13.041712,316506112
13.057235,316624896
13.073275,316674048
13.089260,316858368
13.105351,316899328
13.120822,317014016
13.136830,317132800
13.152874,317186048
13.169135,317300736
13.184406,317349888
13.199979,317534208
13.215977,317579264
13.231492,317698048
13.246990,317816832
13.263054,317935616
13.278575,317984768
13.294603,318173184
13.310115,318218240
13.326151,318337024
13.341671,318451712
13.356870,318504960
13.371981,318611456
13.386993,318660608
13.402842,318844928
13.419064,318898176
13.434841,319016960
13.450554,319135744
13.466890,319258624
13.482383,319303680
13.497925,319418368
13.513947,319528960
13.529451,319578112
13.545683,319696896
13.560993,319819776
13.577023,319926272
13.593034,319975424
13.609305,320159744
13.625062,320204800
13.640600,320249856
13.657107,320442368
13.672636,320491520
13.688149,320606208
13.704352,320655360
13.719398,320839680
13.735405,320892928
13.751146,321011712
13.766954,321126400
13.783009,321249280
13.799054,321298432
13.814954,321507328
13.830489,321556480
13.846988,321679360
13.863013,321802240
13.878541,321847296
13.894551,321966080
13.910069,322023424
13.926324,322211840
13.941618,322260992
13.957144,322383872
13.973157,322506752
13.989426,322629632
14.005440,322678784
14.020953,322867200
14.036974,322916352
14.052507,323039232
14.068043,323158016
14.083536,323272704
14.099055,323330048
14.115100,323436544
14.130602,323555328
14.147111,323608576
14.163155,323727360
14.178862,323854336
14.194668,323973120
14.210226,324018176
14.226213,324206592
14.242393,324263936
14.258239,324378624
14.273725,324497408
14.289255,324616192
14.304306,324661248
14.319839,324849664
14.335836,324902912
14.351352,324947968
14.366894,325066752
14.382385,325181440
14.397921,325304320
14.413916,325353472
14.429437,325541888
14.445451,325595136
14.460997,325713920
14.477012,325832704
14.493036,325955584
14.509056,326008832
14.525059,326197248
14.540611,326246400
14.557152,326369280
14.572635,326492160
14.588031,326537216
14.604033,326656000
14.619560,326705152
14.635598,326897664
14.651091,326946816
14.667120,327065600
14.683140,327188480
14.699188,327307264
14.715185,327356416
14.730731,327548928
14.747233,327606272
14.763252,327720960
14.778795,327897088
14.794811,328011776
14.810539,328060928
14.826911,328110080
14.843126,328302592
14.858958,328351744
14.874501,328466432
14.889760,328581120
14.905781,328704000
14.921527,328749056
14.937338,328937472
14.952883,328986624
14.968408,329093120
14.983914,329211904
14.999474,329256960
15.015468,329379840
15.030991,329428992
15.082824,329588736
15.094440,329625600
15.109997,329666560
15.126005,329773056
15.141496,329900032
15.157035,330018816
15.172536,330059776
15.187669,330248192
15.203701,330293248
15.219219,330420224
15.235216,330539008
15.250627,330653696
15.267130,330764288
15.283145,330838016
15.299163,330940416
15.314181,330993664
15.329705,331116544
15.345719,331231232
15.361230,331350016
15.377262,331395072
15.392763,331595776
15.408286,331644928
15.424313,331759616
15.439640,331882496
15.455645,332062720
15.471129,332136448
15.487170,332308480
15.503250,332353536
15.519272,332472320
15.534497,332517376
15.550282,332640256
15.565300,332754944
15.581349,332804096
15.597356,332988416
15.612902,333037568
15.628401,333148160
15.644409,333266944
15.659921,333418496
15.675466,333438976
15.690969,333627392
15.707004,333676544
15.722527,333725696
15.738034,333844480
15.753077,333950976
15.769087,334077952
15.785303,334127104
15.800607,334368768
15.817917,334381056
15.833037,334499840
15.849069,334618624
15.865074,334737408
15.880108,334778368
15.896108,334966784
15.911620,335015936
15.927134,335130624
15.942671,335257600
15.958198,335302656
15.973717,335421440
15.989746,335519744
16.005743,335667200
16.021301,335708160
16.037503,335831040
16.053371,335949824
16.069409,336068608
16.085393,336121856
16.100920,336310272
16.117469,336359424
16.133501,336474112
16.149474,336588800
16.165481,336707584
16.181733,336809984
16.197042,336957440
16.212594,336994304
16.228094,337047552
16.244086,337166336
16.259748,337285120
16.275245,337403904
16.290764,337444864
16.307305,337641472
16.323300,337690624
16.339332,337805312
16.355381,337932288
16.370868,338042880
16.386394,338112512
16.401901,338284544
16.417427,338333696
16.432932,338386944
16.448466,338501632
16.464503,338620416
16.480521,338747392
16.496528,338792448
16.512045,338984960
16.528073,339042304
16.544306,339161088
16.559599,339279872
16.575121,339398656
16.590643,339443712
16.605674,339636224
16.621193,339681280
16.637205,339738624
16.652725,339853312
16.668236,340004864
16.683766,340090880
16.699320,340144128
16.715304,340336640
16.730828,340381696
16.747357,340504576
16.763373,340627456
16.778951,340750336
16.794947,340844544
16.810423,341032960
16.826464,341073920
16.841872,341114880
16.857559,341282816
16.873452,341356544
16.889527,341471232
16.905500,341524480
16.921021,341712896
16.937535,341770240
16.953562,341884928
16.969590,342003712
16.985104,342122496
17.001149,342163456
17.017160,342355968
17.033480,342405120
17.049259,342573056
17.065261,342650880
17.081296,342761472
17.097329,342814720
17.112836,343003136
17.128354,343044096
17.144385,343093248
17.159953,343199744
17.175940,343318528
17.191425,343437312
17.207475,343482368
17.223011,343662592
17.238504,343715840
17.254539,343863296
17.270311,343883776
17.286318,344002560
17.302364,344117248
17.318374,344166400
17.334412,344354816
17.349908,344403968
17.365915,344522752
17.381951,344645632
17.397495,344764416
17.413550,344809472
17.429586,345006080
17.444585,345051136
17.460327,345100288
17.475617,345223168
17.491136,345333760
17.507147,345460736
17.523207,345509888
17.539208,345694208
17.555216,345751552
17.570968,345870336
17.586280,346038272
17.601781,346112000
17.617309,346148864
17.632833,346193920
17.648174,346374144
17.663696,346423296
17.679237,346542080
17.694770,346652672
17.709921,346771456
17.725587,346820608
17.741661,347009024
17.757647,347058176
17.773587,347111424
17.789648,347271168
17.805171,347348992
17.820341,347467776
17.836353,347512832
17.851379,347688960
17.867407,347746304
17.882599,347860992
17.898610,347979776
17.914644,348106752
17.929774,348151808
17.945779,348205056
17.960901,348385280
17.976420,348438528
17.992433,348581888
18.008444,348676096
18.024456,348798976
18.039963,348839936
18.055991,349036544
18.071540,349085696
18.087521,349192192
18.102686,349245440
18.118692,349364224
18.134692,349483008
18.149906,349532160
18.165925,349716480
18.181926,349814784
18.197447,349884416
18.213603,350056448
18.229544,350175232
18.245535,350220288
18.261046,350273536
18.276212,350457856
18.291732,350502912
18.307249,350617600
18.323291,350740480
18.339332,350859264
18.355332,350904320
18.370857,351088640
18.386379,351133696
18.401878,351252480
18.417419,351297536
18.432972,351416320
18.448590,351526912
18.464593,351580160
18.480631,351768576
18.496636,351813632
18.512158,351936512
18.527665,352055296
18.543234,352169984
18.558763,352223232
18.574766,352333824
18.590563,352448512
18.606369,352501760
18.621900,352620544
18.637433,352735232
18.652637,352849920
18.668649,352894976
18.684165,353087488
18.699715,353132544
18.715707,353251328
18.731221,353370112
18.747764,353484800
18.763774,353538048
18.779295,353591296
18.795302,353771520
18.810819,353820672
18.827525,353935360
18.842873,354054144
18.858803,354168832
18.874803,354213888
18.890339,354402304
18.906348,354447360
18.921898,354566144
18.937377,354615296
18.953456,354734080
18.969647,354852864
18.985510,354902016
19.000759,355086336
19.016564,355135488
19.032069,355250176
19.047599,355368960
19.063120,355549184
19.078834,355590144
19.094838,355778560
19.110176,355827712
19.126158,355872768
19.141706,355995648
19.157917,356110336
19.173234,356225024
19.188752,356270080
19.204783,356458496
19.220309,356503552
19.236343,356622336
19.251879,356671488
19.267395,356855808
19.283152,356904960
19.299017,356950016
19.315005,357142528
19.330739,357187584
19.346589,357310464
19.361407,357425152
19.376910,357539840
19.392431,357588992
19.408476,357781504
19.424466,357830656
19.439718,357945344
19.455710,358060032
19.471433,358182912
19.487942,358244352
19.503035,358350848
19.518556,358473728
19.534594,358522880
19.550082,358637568
19.566112,358760448
19.581651,358871040
19.597655,358920192
19.613743,359104512
19.628771,359153664
19.644769,359268352
19.660316,359313408
19.676304,359505920
19.691828,359559168
19.707862,359608320
19.723396,359792640
19.739406,359845888
19.755443,359964672
19.770939,360079360
19.787442,360263680
19.803647,360316928
19.819680,360501248
19.835701,360546304
19.851009,360660992
19.866722,360714240
19.882714,360828928
19.898748,360947712
19.914741,360988672
19.930300,361181184
19.946477,361234432
19.961788,361345024
19.977344,361472000
19.993347,361590784
20.009087,361644032
20.024874,361832448
20.040405,361877504
20.056439,361996288
20.071959,362049536
20.087478,362156032
20.103560,362274816
20.119559,362323968
20.135590,362512384
20.151090,362557440
20.167630,362676224
20.183618,362790912
20.199687,362905600
20.215680,362950656
20.231233,363069440
20.247730,363184128
20.263774,363233280
20.278824,363352064
20.294799,363458560
20.310271,363577344
20.326309,363622400
20.341858,363806720
20.357832,363855872
20.373182,363970560
20.388707,364015616
20.404698,364134400
20.420515,364253184
20.436528,364306432
20.452081,364482560
20.467575,364535808
20.483647,364654592
20.499696,364769280
20.515717,364888064
20.531233,364937216
20.547748,365064192
20.563762,365182976
20.579842,365223936
20.595866,365408256
20.611380,365522944
20.626404,365633536
20.641914,365682688
20.657933,365871104
20.673476,365916160
20.688991,366059520
20.704982,366075904
20.720526,366194688
20.736555,366313472
20.752277,366358528
20.767571,366542848
20.783627,366587904
20.798637,366702592
20.814679,366825472
20.830196,366931968
20.846395,366989312
20.861763,367104000
20.876894,367276032
20.892410,367284224
20.907930,367378432
20.923424,367493120
20.938932,367616000
20.954969,367656960
20.970435,367779840
20.986370,367894528
21.002409,367939584
21.017915,368058368
21.033444,368209920
21.049317,368287744
21.064966,368332800
21.080520,368521216
21.096527,368566272
21.112599,368689152
21.128613,368738304
21.144610,368918528
21.160158,368963584
21.175164,369008640
21.191456,369201152
21.207735,369246208
21.223752,369364992
21.239807,369500160
21.255775,369598464
21.271319,369647616
21.287804,369762304
21.303949,369885184
21.320332,370003968
21.335966,370049024
21.351678,370163712
21.367991,370282496
21.383559,370339840
21.399762,370524160
21.415567,370573312
21.431101,370728960
21.447632,370814976
21.463646,370933760
21.479167,370987008
21.495367,371101696
21.510715,371216384
21.526943,371339264
21.542107,371384320
21.557623,371499008
21.573135,371617792
21.588718,371666944
21.604677,371851264
21.620212,371904512
21.636392,372039680
21.651348,372068352
21.667842,372252672
21.683362,372301824
21.699419,372346880
21.715455,372535296
21.730974,372649984
21.746974,372764672
21.762532,372887552
21.778032,373006336
21.794029,373051392
21.810034,373174272
21.826299,373325824
21.841793,373403648
21.857609,373452800
21.873699,373571584
21.889083,373682176
21.905303,373735424
21.920602,373919744
21.936612,373968896
21.952141,374079488
21.967653,374259712
21.983191,374333440
21.998693,374366208
22.014703,374484992
22.030227,374607872
22.046254,374648832
22.061789,374767616
22.077977,374886400
22.093395,375001088
22.109041,375050240
22.124886,375234560
22.140394,375279616
22.156442,375402496
22.172073,375476224
22.187979,375640064
22.204002,375685120
22.220005,375721984
22.236021,375914496
22.251538,375955456
22.268075,376078336
22.283615,376184832
22.299143,376307712
22.315057,376356864
22.330576,376471552
22.346618,376586240
22.362105,376766464
22.377670,376766464
22.392948,376864768
22.408993,376983552
22.424987,377024512
22.440531,377212928
22.456518,377257984
22.471995,377376768
22.488033,377430016
22.504055,377618432
22.520064,377733120
22.536124,377847808
22.551220,377966592
22.567774,378089472
22.583287,378130432
22.599335,378253312
22.615341,378368000
22.630871,378413056
22.645886,378531840
22.661405,378650624
22.677915,378769408
22.693448,378818560
22.709553,379060224
22.724656,379060224
22.740206,379092992
22.755232,379277312
22.771256,379330560
22.786754,379437056
22.802322,379490304
22.817782,379674624
22.833336,379723776
22.849383,379842560
22.865582,379961344
22.881425,380080128
22.896473,380121088
22.911830,380235776
22.927819,380354560
22.943335,380395520
22.959408,380518400
22.974456,380633088
22.990475,380751872
23.005986,380796928
23.021499,380985344
23.038030,381034496
23.054036,381153280
23.070057,381272064
23.085604,381386752
23.101125,381497344
23.117155,381566976
23.132675,381665280
23.148181,381710336
23.163703,381829120
23.179223,381943808
23.194744,382054400
23.210290,382103552
23.226268,382214144
23.241806,382324736
23.257815,382377984
23.273344,382488576
23.289136,382603264
23.305113,382713856
23.320578,382787584
23.335980,382799872
23.351850,383049728
23.367884,383086592
23.383925,383209472
23.399928,383328256
23.415931,383442944
23.431454,383488000
23.447971,383672320
23.463970,383721472
23.480053,383766528
23.495513,383881216
23.511045,384000000
23.527058,384143360
